,Geographic area,City,share_white,share_black,share_native_american,share_asian,share_hispanic
17018,NY,Cohoes city,90.2,4.7,0.2,0.9,3.7
17019,NY,Cold Brook village,99.1,0,0,0,0.6
17020,NY,Cold Spring village,93.2,0.7,0.3,2,5.8
17021,NY,Cold Spring Harbor CDP,95.4,0.7,0,2.3,3.8
17022,NY,Colonie village,86.7,4.6,0.1,6.5,2.6
17023,NY,Colton CDP,96.5,0.3,0.6,2,0.9
17024,NY,Commack CDP,91.6,0.9,0.1,5.4,4.8
17025,NY,Conesus Hamlet CDP,95.8,1.9,0,0.3,1.9
17026,NY,Conesus Lake CDP,97.3,0.4,0.4,0.9,0.8
17027,NY,Congers CDP,80.4,3.3,0.4,11.7,11.4
17028,NY,Constableville village,98.8,0,0.4,0,0.4
17029,NY,Constantia CDP,97.8,0.1,0.7,0.2,0.7
17030,NY,Coopers Plains CDP,97,1.2,0.2,0,1.2
17031,NY,Cooperstown village,94,0.4,0.1,4.2,3.1
17032,NY,Copake Lake CDP,97.6,0.5,0.4,0.4,2.8
17033,NY,Copenhagen village,96.4,0.9,0.2,0.9,2.2
17034,NY,Copiague CDP,73.5,7.6,0.3,2.2,32.7
17035,NY,Coram CDP,77.4,10.6,0.2,5,13.6
17036,NY,Corfu village,97.5,0.7,0,0.3,2
17037,NY,Corinth village,96.1,0.5,0.2,0.7,1.3
17038,NY,Corning city,91.8,3.2,0.3,1.8,2.4
17039,NY,Cornwall-on-Hudson village,94.2,1.1,0.1,1.7,5.7
17040,NY,Cortland city,92.8,2.8,0.2,0.9,3.2
17041,NY,Cortland West CDP,95.7,0.4,0.4,1.8,1.4
17042,NY,Country Knolls CDP,95.2,0.6,0,2,2.5
17043,NY,Cove Neck village,96.2,0.3,0,1.4,4.9
17044,NY,Coxsackie village,93.7,2.6,0.2,0.9,4.5
17045,NY,Cragsmoor CDP,96.9,0.7,0,0.9,4.5
17046,NY,Cranberry Lake CDP,99.5,0,0.5,0,0
17047,NY,Croghan village,97.2,1,0,0.6,0.3
17048,NY,Crompond CDP,88,4.4,0,5.6,7
17049,NY,Croton-on-Hudson village,86.6,2.9,0.2,3.7,11.4
17050,NY,Crown Heights CDP,77.6,9.5,0.3,5.7,11
17051,NY,Crugers CDP,87.6,6.9,0,1.2,9.3
17052,NY,Crystal Beach CDP,97,1.2,0.2,0.8,4.3
17053,NY,Cuba village,97.4,0.7,0.3,0.3,1.7
17054,NY,Cumberland Head CDP,96.9,0.4,0.4,0.6,1.7
17055,NY,Cumminsville CDP,97.3,0,0,0.5,0
17056,NY,Cutchogue CDP,94.7,1.8,0,0.8,7.2
17057,NY,Cuylerville CDP,96.6,0,0.3,1.3,3.4
17058,NY,Dalton CDP,97.8,0.6,0,0,1.1
17059,NY,Dannemora village,52.2,41.9,0.7,0.5,13.3
17060,NY,Dansville village,95.8,1,0.3,0.8,2.2
17061,NY,Davenport Center CDP,98.9,0.6,0,0,0.6
17062,NY,Deer Park CDP,74.9,12,0.2,6.8,12.1
17063,NY,Deferiet village,92.5,3.1,1,1,1.7
17064,NY,DeKalb Junction CDP,98.8,0,0,0,1.3
17065,NY,Delanson village,97.3,0.3,0,0.3,1.3
17066,NY,Delevan village,97.5,0.3,0.4,0.9,0.4
17067,NY,Delhi village,85,8.1,0.4,1.9,7.4
17068,NY,Depauville CDP,97.7,0,0.3,0.2,0.7
17069,NY,Depew village,96.5,1.2,0.2,0.7,1.7
17070,NY,Deposit village,96.6,1.6,0.2,0.1,2.8
17071,NY,Dering Harbor village,100,0,0,0,0
17072,NY,DeRuyter village,97.7,0.5,0.2,0.5,0.4
17073,NY,Dexter village,95.8,1.7,0.6,0.3,1.9
17074,NY,Dix Hills CDP,79.9,5.5,0.1,11.2,5.7
17075,NY,Dobbs Ferry village,78.6,7.2,0.1,8.6,10.5
17076,NY,Dolgeville village,96.9,0.3,0.4,0.6,1.8
17077,NY,Dover Plains CDP,82.9,4.8,0.8,0.6,20.2
17078,NY,Downsville CDP,97.6,0.5,0,0,0.6
17079,NY,Dresden village,96.4,0,0.6,0.6,12.7
17080,NY,Dryden village,94.7,1.3,0.4,0.7,2.5
17081,NY,Duane Lake CDP,98.5,0,0,1.2,1.5
17082,NY,Duanesburg CDP,97.2,1,0,0.8,5.9
17083,NY,Dundee village,97.7,0.9,0.1,0.3,1.2
17084,NY,Dunkirk city,77.5,6.1,1,0.4,26.4
17085,NY,Durhamville CDP,97.4,0,0.9,0,0.3
17086,NY,Earlville village,98.3,0.6,0.2,0,1.5
17087,NY,East Atlantic Beach CDP,96,0.7,0,1.1,5.3
17088,NY,East Aurora village,97.8,0.4,0.1,0.5,1.1
17089,NY,East Avon CDP,94.2,0.2,0.2,1.8,2.3
17090,NY,Eastchester CDP,88.3,1.3,0.1,7.7,6.5
17091,NY,East Farmingdale CDP,71.6,12.5,0.2,5.1,20.9
17092,NY,East Garden City CDP,72.1,17.5,0.1,4.5,9
17093,NY,East Glenville CDP,94,0.8,0,3,1.9
17094,NY,East Greenbush CDP,90.8,2.4,0.1,4.4,2.5
17095,NY,East Hampton village,92.7,0.7,0,1.1,11.8
17096,NY,East Hampton North CDP,76.1,6,0.7,1.1,38.5
17097,NY,East Hills village,89.8,0.9,0,7.4,2.2
17098,NY,East Islip CDP,94.5,1,0.1,1.6,6.2
17099,NY,East Ithaca CDP,69.7,4.8,0.4,20.3,5
17100,NY,East Kingston CDP,85.5,10.9,0,0,8
17101,NY,East Marion CDP,95.2,0.8,0,0.9,6.7
17102,NY,East Massapequa CDP,80.1,12.7,0.3,2.1,10.1
17103,NY,East Meadow CDP,77.3,5.2,0.1,11.6,12.2
17104,NY,East Moriches CDP,94.5,1.4,0.3,0.9,5.9
17105,NY,East Nassau village,94.7,1.7,0.3,1.4,2.4
17106,NY,East Northport CDP,93.1,0.8,0,2.8,6.7
17107,NY,East Norwich CDP,93.5,0.8,0,3.5,4.4
17108,NY,East Patchogue CDP,84.3,4.4,0.3,2.3,17.6
17109,NY,Eastport CDP,94.3,1.4,0,0.6,8.7
17110,NY,East Quogue CDP,93,1.7,0.2,1.3,8.9
17111,NY,East Randolph village,94.7,2.9,0.5,0.3,5.6
17112,NY,East Rochester village,91.8,3.2,0.2,0.9,5.1
17113,NY,East Rockaway village,93.2,1.4,0.1,2.1,8
17114,NY,East Shoreham CDP,94.6,1.4,0.1,2.4,5.5
17115,NY,East Syracuse village,90.6,3,1,0.7,2.6
17116,NY,East Williston village,94.3,0.4,0,4,4.3
17117,NY,Eatons Neck CDP,97.4,0.2,0,0.9,2.6
17118,NY,Eden CDP,98,0.5,0.3,0.3,0.7
17119,NY,Edmeston CDP,96.7,0.6,0,0.5,2.4
17120,NY,Edwards village,99.1,0.2,0,0,0.7
17121,NY,Eggertsville CDP,77.2,12.2,0.2,7.3,2.9
17122,NY,Elba village,93.2,1,0.3,0,10.1
17123,NY,Elbridge village,96.8,0.3,0.5,0.3,3
17124,NY,Elizabethtown CDP,96.4,0.5,0,0.4,0.3
17125,NY,Ellenville village,68.1,13.7,1.3,2.4,27.9
17126,NY,Ellicottville village,98.4,0,0.3,0,0.3
17127,NY,Ellisburg village,93.9,0.8,0,2,0.4
17128,NY,Elma Center CDP,99.2,0.2,0.2,0.3,0.5
17129,NY,Elmira city,78.3,14.6,0.4,0.6,4.3
17130,NY,Elmira Heights village,94.1,2.1,0.2,1,1.4
17131,NY,Elmont CDP,28.5,45.5,0.5,10.9,21.8
17132,NY,Elmsford village,46.4,20.5,0.6,10.5,38
17133,NY,Elwood CDP,82.1,6.2,0.1,8,8.2
17134,NY,Endicott village,86.6,7,0.2,1.8,4.4
17135,NY,Endwell CDP,93.1,2.4,0.2,2,2.6
17136,NY,Erin CDP,97.3,0.2,0.2,0.2,0.4
17137,NY,Esperance village,93,3.5,0,0.3,4.9
17138,NY,Evans Mills village,88.9,2.4,0,2.3,5.2
17139,NY,Fabius village,98,0,1.7,0,4
17140,NY,Fair Haven village,97.6,0.1,0.8,0.4,1.7
17141,NY,Fairmount CDP,93.2,2.2,0.6,1.7,2
17142,NY,Fairport village,95.3,1.4,0.3,1.2,2.1
17143,NY,Fairview CDP (Dutchess County),76.8,12.8,0.1,3.4,8.6
17144,NY,Fairview CDP (Westchester County),16,58.2,0.4,3.3,33.4
17145,NY,Falconer village,97.3,0.6,0.3,0.3,2.2
17146,NY,Farmingdale village,85.2,2.6,0.4,5.5,13.7
17147,NY,Farmingville CDP,88.2,2.4,0.3,3.7,12.5
17148,NY,Farnham village,89,1.6,7.3,0,1.3
17149,NY,Fayetteville village,93.8,1.4,0.2,3,2.1
17150,NY,Felts Mills CDP,83.3,5.9,0,2.4,3.2
17151,NY,Fillmore CDP,98.7,0.3,1,0,1.5
17152,NY,Fire Island CDP,91.1,4.1,0,0.3,7.9
17153,NY,Firthcliffe CDP,91.4,2.6,0.4,1,9.6
17154,NY,Fishers Island CDP,96.2,0.8,0,0.8,0.8
17155,NY,Fishers Landing CDP,94.4,1.1,0,1.1,2.2
17156,NY,Fishkill village,73.6,5.5,0.1,15.1,10.9
17157,NY,Flanders CDP,65.3,13.8,1.5,1.1,37.5
17158,NY,Fleischmanns village,70.1,0.6,2.3,0.9,36.5
17159,NY,Floral Park village,87,1.3,0.1,6.9,8.8
17160,NY,Florida village,86.3,5.7,0.3,2.3,14.2
17161,NY,Flower Hill village,82.8,0.7,0,12.7,5.8
17162,NY,Fonda village,97.6,0.4,0,0.5,2.9
17163,NY,Forest Home CDP,59.1,2.1,0,35.5,5.6
17164,NY,Forestville village,96.3,0.7,1,0.4,1.7
17165,NY,Fort Ann village,98.1,0,0,0.6,4.5
17166,NY,Fort Covington Hamlet CDP,80.8,0.4,14.2,0.1,3.2
17167,NY,Fort Drum CDP,72.4,13,1,2.7,15.5
17168,NY,Fort Edward village,96.9,1,0.2,0.2,1.5
17169,NY,Fort Johnson village,95.7,0.6,0.2,0.8,2.2
17170,NY,Fort Montgomery CDP,86.1,3.6,0.8,1.2,10.9
17171,NY,Fort Plain village,96.9,0.5,0.3,0.2,2.5
17172,NY,Fort Salonga CDP,95.2,0.9,0.1,2.2,3.9
17173,NY,Fowlerville CDP,93.8,1.3,0,3.1,2.2
17174,NY,Frankfort village,97,0.7,0.2,0.3,1.5
17175,NY,Franklin village,96.3,1.1,0,0.3,1.6
17176,NY,Franklin Square CDP,83.3,3.2,0.3,7.2,13.3
17177,NY,Franklinville village,97,0.1,0.3,0.9,1.7
17178,NY,Fredonia village,93.8,1.8,0.3,1.6,3.9
17179,NY,Freedom Plains CDP,90.3,1.4,0,4.5,5.7
17180,NY,Freeport village,40.5,33.3,0.8,1.6,41.7
17181,NY,Freeville village,94.2,3.5,0.4,0.2,1
17182,NY,Frewsburg CDP,97.3,0.5,0.5,0,0.9
17183,NY,Friendship CDP,97.8,0.6,0.4,0.1,1.8
17184,NY,Fulton city,95.5,1,0.5,0.5,3.1
17185,NY,Fultonville village,96.9,0.5,0,2,1.7
17186,NY,Gainesville village,99.6,0,0,0,0.9
17187,NY,Galeville CDP,88.4,4.8,0.6,2.7,3.3
17188,NY,Galway village,99.5,0,0,0,1
17189,NY,Gang Mills CDP,80.5,3.7,0.3,13.3,1.8
17190,NY,Garden City village,93,1.4,0.1,3.6,4.5
17191,NY,Garden City Park CDP,56.4,3.8,0.3,33.1,12.1
17192,NY,Garden City South CDP,89.6,1,0.2,5.7,7.9
17193,NY,Gardiner CDP,91.4,1.5,0.2,0.4,8.9
17194,NY,Gardnertown CDP,77.7,9.9,0.4,1.9,16.9
17195,NY,Gasport CDP,96.6,0.6,0.6,0.3,1.3
17196,NY,Gates CDP,84.6,8.7,0.2,2.9,4.8
17197,NY,Geneseo village,88.8,2.3,0.2,5.3,3.9
17198,NY,Geneva city,77.3,10.5,0.3,1.7,13.2
17199,NY,Germantown CDP,94.8,0.6,0.2,1.8,4.3
17200,NY,Ghent CDP,97.3,0.5,0,0.2,4.4
17201,NY,Gilbertsville village,98.5,0.5,0.3,0.3,1
17202,NY,Gilgo CDP,100,0,0,0,2.3
17203,NY,Glasco CDP,92.8,1.7,0.1,2.3,5.2
17204,NY,Glen Aubrey CDP,97.3,0.6,0,0,0.4
17205,NY,Glen Cove city,74.2,7.2,0.4,4.6,27.9
17206,NY,Glen Head CDP,91.8,0.9,0.1,3.4,8.1
17207,NY,Glen Park village,96.8,1,0,0.2,1
17208,NY,Glens Falls city,94.7,1.8,0.3,0.6,2.3
17209,NY,Glens Falls North CDP,95.8,1.1,0.2,1.4,1.9
17210,NY,Glenwood Landing CDP,92.9,0.8,0.1,3.7,6.1
17211,NY,Gloversville city,93.4,2.8,0.3,0.5,3.4
17212,NY,Golden's Bridge CDP,92.7,2.5,0,2.6,5.6
17213,NY,Gordon Heights CDP,28.7,52.9,1.9,1.9,25
17214,NY,Gorham CDP,96.9,1,0.2,0.2,1.8
17215,NY,Goshen village,84.5,3.7,0.4,2.3,15.3
17216,NY,Gouverneur village,95.3,1.1,0.5,0.8,2.2
17217,NY,Gowanda village,90.6,0.7,5.5,0.4,3
17218,NY,Grand View-on-Hudson village,91.2,5.6,0,1.1,6
17219,NY,Grandyle Village CDP,95.4,1.3,0.6,1.5,2.1
17220,NY,Granville village,97.2,0.6,0.5,0.4,1.3
17221,NY,Great Bend CDP,91.9,2.1,0.6,1.8,3
17222,NY,Great Neck village,82.8,2,0.2,7.2,10.2
17223,NY,Great Neck Estates village,86.4,0.8,0.1,10.2,2.9
17224,NY,Great Neck Gardens CDP,83.1,0.8,0.1,12.1,1.7
17225,NY,Great Neck Plaza village,82.2,1.5,0,11.6,7.8
17226,NY,Great River CDP,96.8,0.5,0,1.8,4.2
17227,NY,Greece CDP,88.2,5.4,0.3,2.4,5.4
17228,NY,Greene village,98.9,0.1,0,0.1,0.6
17229,NY,Green Island village,89.2,5,0.5,1.8,3.3
17230,NY,Greenlawn CDP,74,13.9,0.4,4.1,12.5
17231,NY,Greenport village,66.5,10.4,0.2,0.6,34
17232,NY,Greenport West CDP,81.5,5.4,0.4,0.8,15.4
17233,NY,Greenvale CDP,69.7,1.9,0.3,18.8,13.6
17234,NY,Greenville CDP (Greene County),94.5,1.7,0.4,1.7,2.9
17235,NY,Greenville CDP (Westchester County),73.3,1.5,0.1,22.2,4.8
17236,NY,Greenwich village,97.4,0.5,0.3,0.5,1.1
17237,NY,Greenwood Lake village,89.8,2.5,0.7,2.3,12.4
17238,NY,Greigsville CDP,96.7,1.4,0,0,3.3
17239,NY,Groton village,95.4,1.6,0,0.8,1.8
17240,NY,Groveland Station CDP,95.4,0,0.7,2.5,1.4
17241,NY,Guilford CDP,98.9,0,0.6,0.3,0.6
17242,NY,Hadley CDP,95.6,1.5,0.9,0.2,2.7
17243,NY,Hagaman village,96.1,0.9,0.3,0.1,3.6
17244,NY,Hailesboro CDP,97.3,0.5,0.3,0.2,1.4
17245,NY,Halesite CDP,96.1,0.8,0,1.5,4.2
17246,NY,Hall CDP,99.5,0,0,0.5,0
17247,NY,Hamburg village,98.2,0.4,0.2,0.4,1.4
17248,NY,Hamilton village,85.6,5,0.1,5.5,4.6
17249,NY,Hamlin CDP,94.9,1.2,0.5,0.4,3.2
17250,NY,Hammond village,95.7,0.7,1.8,1.1,0.7
17251,NY,Hammondsport village,97.3,0.9,0.2,0.6,0.3
17252,NY,Hampton Bays CDP,84.3,1.5,0.3,0.8,28.6
17253,NY,Hampton Manor CDP,91.6,3.4,0.2,2.1,1.9
17254,NY,Hancock village,95.2,0.9,0.6,0.8,5.3
17255,NY,Hannawa Falls CDP,98.3,0.4,0.3,0.3,0.9
17256,NY,Hannibal village,97.8,0,0.5,0.2,0.4
17257,NY,Harbor Hills CDP,93.6,0.3,0,5.2,1.9
17258,NY,Harbor Isle CDP,94.8,0.8,0,1.8,5.9
17259,NY,Harriman village,66.9,13.4,0.7,10.4,18.1
17260,NY,Harris Hill CDP,93.1,1.4,0.1,3.9,1.7
17261,NY,Harrison village,84.1,2.4,0.2,7.5,11.7
17262,NY,Harrisville village,98.2,0.2,0.2,0,1
17263,NY,Hartsdale CDP,72.5,5.5,0.3,16.7,12.1
17264,NY,Hartwick CDP,96.5,0,0.3,0.2,1.3
17265,NY,Hastings-on-Hudson village,85.2,4.6,0.2,4.7,9
17266,NY,Hauppauge CDP,89.2,2.2,0.1,5.9,7.1
17267,NY,Haverstraw village,47.9,12.7,0.8,2.3,67.1
17268,NY,Haviland CDP,87.2,5.7,0.1,2.2,5.5
17269,NY,Hawthorne CDP,93.4,0.9,0,2.7,7.3
17270,NY,Head of the Harbor village,95.4,0.7,0,2.6,3.1
17271,NY,Hemlock CDP,94.8,0.9,0.2,0.4,1.1
17272,NY,Hempstead village,21.9,48.3,0.6,1.4,44.2
17273,NY,Henderson CDP,96.4,0,0,0,0.9
17274,NY,Heritage Hills CDP,95.7,1.3,0.1,2.1,2.2
17275,NY,Herkimer village,91.5,4.5,0.3,1.1,3.3
17276,NY,Hermon village,95,0.2,0.9,0.9,4
17277,NY,Herricks CDP,52.6,0.5,0.1,43.2,3.9
17278,NY,Herrings village,86.7,0,0,1.1,3.3
17279,NY,Heuvelton village,98.7,0.1,0.4,0.1,0.3
17280,NY,Hewlett CDP,85,2.3,0,7.1,10.7
17281,NY,Hewlett Bay Park village,92.6,0,0,5.7,5.4
17282,NY,Hewlett Harbor village,93.7,0.8,0,3.9,2.4
17283,NY,Hewlett Neck village,93.5,3.8,0,2,2
17284,NY,Hicksville CDP,70.3,2.3,0.3,19.7,14.5
17285,NY,High Falls CDP,93.1,2.9,0,1.8,3.7
17286,NY,Highland CDP,84.4,6.9,0.3,4,7.8
17287,NY,Highland Falls village,70.4,13,0.8,2.3,18.7
17288,NY,Hillburn village,52.6,17.1,9,3.8,20
17289,NY,Hillcrest CDP,21.7,55.8,0.4,10.9,20
17290,NY,Hillside CDP,93.5,1.7,0,3.1,3.4
17291,NY,Hillside Lake CDP,90.4,2.4,0.2,1.9,8.2
17292,NY,Hilton village,96.5,1.5,0.2,0.3,2.3
17293,NY,Hobart village,95.5,2.5,0.2,0.2,2.7
17294,NY,Holbrook CDP,91.7,1.6,0.1,3.7,8.5
17295,NY,Holland CDP,98.2,0.3,0.6,0,1.2
17296,NY,Holland Patent village,99.3,0.2,0,0,1.7
17297,NY,Holley village,96.2,1.1,0.2,0.1,3
17298,NY,Holtsville CDP,90.2,1.8,0.2,4.4,10.1
17299,NY,Homer village,95.7,0.6,0.2,1.2,1.3
17300,NY,Honeoye CDP,97.6,0.2,0.2,0.5,0.7
17301,NY,Honeoye Falls village,96.4,0.7,0.2,0.6,1.8
17302,NY,Hoosick Falls village,96.7,0.8,0.2,0.5,1.2
17303,NY,Hopewell Junction CDP,87.2,2.1,0,1.6,8
17304,NY,Hornell city,93.8,2.3,0.2,0.7,2
17305,NY,Horseheads village,93.9,1.9,0.2,2.3,1.6
17306,NY,Horseheads North CDP,95,1.7,0.1,1.7,1.5
17307,NY,Hortonville CDP,98.2,1.8,0,0,3.2
17308,NY,Houghton CDP,91.4,2.1,0.2,4.5,1.9
17309,NY,Hudson city,59,25,0.4,7.1,8.2
17310,NY,Hudson Falls village,96.4,1.1,0.1,0.4,1.5
17311,NY,Hunt CDP,94.9,3.8,0,0,2.6
17312,NY,Hunter village,93.6,0.4,0,2.4,5.4
17313,NY,Huntington CDP,93.2,2.2,0.1,2.2,5
17314,NY,Huntington Bay village,96.4,0.5,0,1.8,3.4
17315,NY,Huntington Station CDP,64,10.9,0.6,3.5,36.7
17316,NY,Hurley CDP,93.9,1.4,0,2,3.4
17317,NY,Hyde Park CDP,92.2,3.3,0.1,1.7,4.9
17318,NY,Ilion village,96,1.2,0.3,0.5,2.4
17319,NY,Interlaken village,95.2,1.7,0.3,1.5,0.7
17320,NY,Inwood CDP,48,24.2,0.7,3.3,42.8
17321,NY,Irondequoit CDP,86.8,7.7,0.2,1.3,6.2
17322,NY,Irvington village,87.1,1.9,0.1,7.9,6.2
17323,NY,Islandia village,62.8,14,0.4,6.1,28.3
17324,NY,Island Park village,83.4,1.9,0.2,2.5,26.5
17325,NY,Islip CDP,86.4,4.7,0.2,2.5,13.8
17326,NY,Islip Terrace CDP,92.5,1.9,0.2,2.3,8.9
17327,NY,Ithaca city,70.5,6.6,0.4,16.2,6.9
17328,NY,Jamesport CDP,95.7,1.1,0.1,0.4,8.3
17329,NY,Jamestown city,88.4,4.1,0.6,0.4,8.8
17330,NY,Jamestown West CDP,97.5,0.6,0,1.3,0.9
17331,NY,Jefferson Heights CDP,92.2,3.6,0,0.6,4.8
17332,NY,Jefferson Valley-Yorktown CDP,89.2,2.6,0.2,4.3,8.2
17333,NY,Jeffersonville village,85,3.3,0,4.7,11.1
17334,NY,Jericho CDP,70.8,1.9,0.1,25.4,3
17335,NY,Johnson City village,82.9,6.3,0.2,5.3,4.2
17336,NY,Johnstown city,95.4,1,0.1,1.3,2.4
17337,NY,Jordan village,97.7,0.2,0.5,0.4,1.3
17338,NY,Kaser village,99.5,0,0,0.1,0.9
17339,NY,Katonah CDP,87.1,2.5,0.2,2.6,11.9
17340,NY,Keeseville village,96.2,0.9,0.3,0.7,1.4
17341,NY,Kenmore village,92.8,3,0.6,1,3.4
17342,NY,Kennedy CDP,99.4,0,0,0,0.6
17343,NY,Kensington village,87.2,0.7,0.1,8.7,2.2
17344,NY,Kerhonkson CDP,92.6,1.8,0.7,1.3,7.8
17345,NY,Keuka Park CDP,93.5,3.6,0.6,0.4,2.6
17346,NY,Kinderhook village,96.9,0.2,0.2,0.6,3.8
17347,NY,Kings Park CDP,94.1,1.1,0.1,2.4,5.3
17348,NY,Kings Point village,91.4,0.8,0,3.4,1.7
17349,NY,Kingston city,73.2,14.6,0.5,1.8,13.4
17350,NY,Kiryas Joel village,99.2,0.1,0,0.1,1.3
17351,NY,Kysorville CDP,95.5,4.5,0,0,0
17352,NY,Lackawanna city,83.9,9.9,0.3,0.7,7.1
17353,NY,Lacona village,96.9,0.7,0.2,0.7,1.5
17354,NY,La Fargeville CDP,92.9,0.3,0.5,0.3,2.5
17355,NY,Lake Carmel CDP,89.1,2.6,0.4,1.7,15.1
17356,NY,Lake Erie Beach CDP,96.4,0.5,1.2,0.1,1.4
17357,NY,Lake George village,96.6,0.4,0.1,1.1,2
17358,NY,Lake Grove village,87.9,2.2,0.2,6.7,7.8
17359,NY,Lake Katrine CDP,90.6,3,0.2,1.9,4.3
17360,NY,Lakeland CDP,97.7,0.4,0.3,0.3,1.3
17361,NY,Lake Luzerne CDP,97.7,0.2,0.2,0.7,1.5
17362,NY,Lake Mohegan CDP,82.2,6.6,0.3,4.4,16.2
17363,NY,Lake Placid village,95.8,0.9,0.3,1.8,1.3
17364,NY,Lake Ronkonkoma CDP,89.2,2.4,0.2,4.5,10
17365,NY,Lake Success village,67.2,3.4,0.1,27,2.8
17366,NY,Lakeview CDP,5.8,81.4,0.7,0.8,15.2
17367,NY,Lakeville CDP,91.9,0.3,1.1,2.4,0.9
17368,NY,Lakewood village,96.2,0.7,0.3,1.3,1.5
17369,NY,Lancaster village,97.4,0.7,0.3,0.2,1.4
17370,NY,Lansing village,63.2,6.5,0.4,25,4.8
17371,NY,Larchmont village,92.7,1.5,0.2,2.5,6.3
17372,NY,Lattingtown village,95.1,0.5,0,2.7,2.4
17373,NY,Laurel CDP,92,1.7,0,0.4,8.9
17374,NY,Laurel Hollow village,89.4,1.5,0.2,7.7,2.3
17375,NY,Laurens village,97.3,0,0,0.4,3.4
17376,NY,Lawrence village,95.6,1.3,0,1.7,2.9
17377,NY,Leeds CDP,91.2,3.2,0.5,1.6,6.1
17378,NY,Leicester village,97,0.2,0,1.3,0.4
17379,NY,Le Roy village,94.7,2.5,0.3,0.3,2.3
17380,NY,Levittown CDP,88.9,0.9,0.1,5.7,11.5
17381,NY,Lewiston village,95.8,1.4,0.7,1.1,1.4
17382,NY,Liberty village,66.5,14.9,0.8,1.8,25.1
17383,NY,Lido Beach CDP,96,0.7,0,1.8,3.6
17384,NY,Lima village,95.7,0.6,0.3,1.6,2.5
17385,NY,Lime Lake CDP,98.4,0.1,0.2,0.1,1.5
17386,NY,Limestone village,98.2,0,1,0.3,0
17387,NY,Lincolndale CDP,95.2,0.9,0.1,1.3,5.8
17388,NY,Lincoln Park CDP,87.1,4.5,0.5,2.2,6.7
17389,NY,Lindenhurst village,92.1,1.5,0.1,1.9,9.7
17390,NY,Linwood CDP,100,0,0,0,0
17391,NY,Lisle village,97.8,0.9,0.6,0,0.6
17392,NY,Little Falls city,96.8,0.6,0.1,0.5,1.4
17393,NY,Little Valley village,95.1,2.1,1.3,0.1,1.5
17394,NY,Liverpool village,94.9,2.1,0.3,0.6,2.4
17395,NY,Livingston Manor CDP,88.4,5,0.7,1.5,10.3
17396,NY,Livonia village,99.1,0.1,0.1,0.2,1.3
17397,NY,Livonia Center CDP,98.6,1,0,0,0.5
17398,NY,Lloyd Harbor village,95.3,1,0.1,2.2,3.3
17399,NY,Lockport city,87.5,7.2,0.5,0.5,3.2
17400,NY,Locust Valley CDP,85.5,3.3,0.1,2.4,17.6
17401,NY,Lodi village,97.6,0,0.7,1,1.4
17402,NY,Long Beach city,83.2,6.4,0.3,2.7,14.1
17403,NY,Long Lake CDP,96.5,1.6,0.2,0.4,1.5
17404,NY,Lorenz Park CDP,82.2,9.7,0.1,2.6,5.2
17405,NY,Lorraine CDP,97.1,0.6,0.6,1.1,1.1
17406,NY,Lowville village,96.5,1.4,0.3,0.5,1.7
17407,NY,Lynbrook village,85.3,3.7,0.1,4.5,13
17408,NY,Lyncourt CDP,88.3,6.1,0.5,1.7,3.5
17409,NY,Lyndonville village,94.3,1.6,1.3,0.5,2.3
17410,NY,Lyon Mountain CDP,96,1.4,0.5,0.5,1.4
17411,NY,Lyons village,83.8,10.6,0.3,0.3,5
17412,NY,Lyons Falls village,97.3,1.2,0,0.4,1.9
17413,NY,Macedon village,96.2,1.2,0.1,0.7,1.8
17414,NY,McGraw village,95.5,0.9,0.8,0.3,0.9
17415,NY,Machias CDP,97,1.9,0.2,0,0.2
17416,NY,Madison village,99.7,0,0,0,0.3
17417,NY,Madrid CDP,97.1,1.1,0.4,0.1,1.6
17418,NY,Mahopac CDP,91.1,2.1,0.1,2,10.9
17419,NY,Malden-on-Hudson CDP,96.5,1.5,0,0,10.4
17420,NY,Malone village,96,0.6,1.1,0.8,1.6
17421,NY,Malverne village,88.4,3.3,0,4.2,8.6
17422,NY,Malverne Park Oaks CDP,86.1,5.7,0,3.8,8.7
17423,NY,Mamaroneck village,76.8,4.1,0.3,4.9,24.3
17424,NY,Manchester village,96.7,0.7,0.4,0.4,2.4
17425,NY,Manhasset CDP,75.9,9.4,0.2,10.9,8.8
17426,NY,Manhasset Hills CDP,55.8,0.7,0.1,39.5,5.8
17427,NY,Manlius village,90.8,1.8,0.2,5.5,1.8
17428,NY,Mannsville village,97.5,0,0,0.8,1.4
17429,NY,Manorhaven village,67.3,1.4,0.3,17.7,27.1
17430,NY,Manorville CDP,93.9,1.6,0.2,1.7,6.6
17431,NY,Marathon village,98,0.2,0.5,0.3,1.2
17432,NY,Marcellus village,96.6,0.3,0.3,0.7,1.4
17433,NY,Margaretville village,92.3,0.8,1.2,4.7,2.9
17434,NY,Mariaville Lake CDP,97,0.7,0,1.1,1.4
17435,NY,Marion CDP,95.4,0.9,0.6,0.5,3.4
17436,NY,Marlboro CDP,91,3.7,0.2,1,8
17437,NY,Massapequa CDP,96.6,0.4,0.1,1.6,4.2
17438,NY,Massapequa Park village,96.9,0.3,0,1.5,4.5
17439,NY,Massena village,93.4,0.6,2.9,1,1.9
17440,NY,Mastic CDP,76.5,9,0.7,2.1,21.8
17441,NY,Mastic Beach CDP,80.5,9.5,0.4,1.5,15.6
